264,1279.1,280.11
265,1271.2,282.03
266,1262.7,284.24
267,1253.5,286.25
268,1245.1,287.27
269,1237.8,287.89
270,1231.8,287.44
271,1226.1,287.12
272,1218.9,287.2
273,1211.2,287.61
274,1203.8,288.02
275,1196.9,288.39
276,1189.2,288.26
277,1181.7,287.97
278,1175.7,288.59
279,1170.0,289.28
280,1164.4,290.65
281,1159.2,293.62
282,1154.1,294.92
283,1148.6,295.49
284,1142.9,296.26
285,1137.2,297.11
286,1131.5,297.88
287,1125.8,298.47
288,1120.0,298.89
289,1114.2,299.16
290,1108.6,298.94
291,1103.2,298.58
292,1098.0,297.8
293,1093.1,296.39
294,1088.6,294.29
295,1084.5,291.75
296,1080.2,288.77
297,1075.5,285.44
298,1070.1,281.88
299,1064.0,278.3
300,1057.8,274.76
301,1051.3,270.93
302,1043.9,265.87
303,1036.6,262.9
304,1029.4,260.38
305,1021.1,262.32
306,1014.1,260.81
307,1006.1,259.7
308,997.41,259.12
309,987.94,258.25
310,979.06,256.49
311,970.88,254.15
312,964.22,250.72
313,957.38,247.99
314,949.61,245.89
315,941.82,243.91
316,934.1,241.58
317,925.62,237.85
318,917.82,235.66
319,910.01,234.21
320,901.87,237.14
321,894.75,235.54
322,886.7,235.03
323,878.24,234.9
324,868.96,234.42
325,860.26,233.02
326,851.91,230.91
327,844.89,227.89
328,837.63,225.77
329,829.76,224.39
330,822.0,223.12
331,813.88,221.53
332,805.1,218.92
333,796.77,217.94
334,788.58,218.2
335,780.98,221.93
336,773.63,221.77
337,765.95,222.77
338,758.1,224.03
339,749.55,224.98
340,741.51,224.95
341,733.6,224.25
342,726.55,222.56
343,719.89,221.45
344,713.15,220.87
345,706.39,220.57
346,699.88,220.21
347,693.16,219.68
348,686.12,218.49
349,679.11,217.23
350,672.19,216.52
351,665.22,215.88
352,658.61,216.71
353,652.0,218.83
354,645.59,218.06
355,639.01,217.79
356,632.28,217.88
357,625.41,217.96
358,617.99,217.88
359,610.45,217.15
360,602.95,216.19
361,595.01,214.2
362,588.12,211.82
363,581.44,210.15
364,574.72,209.09
365,568.07,208.24
366,561.28,207.21
367,553.93,205.58
368,546.41,203.94
369,538.47,203.03
370,530.65,202.93
371,523.46,206.08
372,516.51,206.06
373,509.64,206.13
374,502.83,206.78
375,496.0,207.42
376,488.64,207.94
377,481.3,207.73
378,473.89,207.37
379,465.93,206.15
380,458.85,204.51
381,452.14,203.48
382,445.73,202.94
383,439.47,202.71
384,433.25,202.46
385,426.46,202.1
386,419.5,201.02
387,412.25,200.45
388,404.42,200.27
389,396.75,200.69
390,390.05,203.68
391,383.34,205.15
392,376.72,205.65
393,370.34,206.68
394,364.2,207.91
395,357.93,208.97
396,351.22,209.97
397,344.57,210.29
398,337.86,210.51
399,330.68,210.23
400,323.36,209.35
401,316.89,208.53
402,310.92,208.11
403,305.44,208.55
404,301.26,210.97
405,297.59,214.41
406,294.44,219.27
407,290.26,225.44
408,284.05,234.26
409,277.66,244.61
410,272.18,255.93
411,269.25,266.66
412,264.35,276.13
413,260.44,285.83
414,256.68,294.31
415,251.85,301.92
416,245.91,308.17
417,237.95,312.81
418,231.29,316.32
419,226.24,319.77
420,221.68,323.37
421,217.37,326.91
422,212.95,330.22
423,207.97,333.37
424,202.45,336.19
425,196.46,338.06
426,190.19,340.27
427,183.06,342.3
428,175.9,344.41
429,169.99,348.29
430,163.42,351.21
431,156.63,352.62
432,150.28,354.35
433,144.21,356.13
434,137.75,357.65
435,130.45,358.75
436,122.88,359.45
437,113.95,359.52
438,105.28,358.85
439,97.926,358.47
440,91.719,358.35
441,86.04,358.44
442,79.87,358.67
443,73.003,358.72
444,65.732,358.12
445,56.36,359.3
446,46.972,361.87
447,39.211,367.11
448,31.04,368.46
449,23.742,370.55
450,16.54,372.61
451,8.0921,374.33
