264,1227.0,294.5
265,1211.0,297.0
266,1206.5,300.0
267,1223.5,296.5
268,1217.0,295.5
269,1208.5,294.5
270,1178.0,298.0
271,1166.5,294.0
272,1182.0,293.5
273,1172.5,296.0
274,1157.0,296.0
275,1148.5,295.0
276,1150.5,295.0
277,1180.5,292.0
278,1146.5,296.0
279,1143.5,298.5
280,1137.5,300.5
281,1128.5,302.5
282,1124.5,302.0
283,1154.5,304.5
284,1111.0,302.5
285,1144.0,301.5
286,1138.5,302.5
287,1130.0,305.5
288,1125.9583333333333,305.5
289,1121.9166666666665,305.5
290,1115.5,305.0
291,1101.5,296.0
292,1097.017857142857,296.0
293,1092.5357142857142,296.0
294,1088.0535714285713,296.0
295,1083.955357142857,296.0
296,1079.8705357142858,296.0
297,1047.5,294.0
298,1041.85,294.0
299,1035.0,283.5
300,1029.0,277.5
301,1018.5,269.5
302,1013.0,270.0
303,1008.0,269.0
304,1003.0,269.5
305,999.0,270.5
306,992.0,271.5
307,981.0,270.5
308,960.0,268.5
309,956.0,268.5
310,951.0,268.5
311,948.0,265.5
312,945.5,263.5
313,936.0,255.0
314,928.5,251.5
315,918.5,251.0
316,914.0,246.0
317,902.0,244.5
318,902.0,243.5
319,895.0,247.0
320,889.0,249.5
321,881.0,247.0
322,876.5,250.0
323,859.0,248.0
324,856.5,247.5
325,839.0,247.5
326,836.0,245.5
327,831.0,238.0
328,823.0,238.5
329,815.0,230.0
330,803.5,235.0
331,803.5,224.5
332,799.5,230.0
333,788.0,230.5
334,778.5,233.5
335,774.5,235.0
336,765.0,231.0
337,759.5,234.5
338,750.5,238.0
339,744.5,238.5
340,741.0,239.0
341,733.5,238.5
342,723.5,233.5
343,717.5,231.5
344,710.0,231.5
345,706.0,232.5
346,700.0,228.5
347,695.0,231.5
348,689.5,226.5
349,683.5,226.0
350,679.0,225.5
351,671.5,224.5
352,665.5,227.0
353,654.5,228.0
354,647.0,231.0
355,643.0,230.5
356,639.0,231.0
357,634.0,232.0
358,627.0,232.0
359,620.5,233.0
360,617.5,231.5
361,605.5,228.0
362,597.0,226.5
363,588.5,225.5
364,586.0,226.0
365,581.5,219.5
366,576.5,218.0
367,568.0,212.0
368,562.5,216.0
369,551.0,212.5
370,543.5,216.5
371,533.0,218.0
372,527.0,217.5
373,523.5,219.5
374,522.5,218.5
375,518.5,222.0
376,507.0,221.0
377,491.5,220.5
378,485.5,221.0
379,484.5,221.5
380,478.5,219.5
381,464.5,216.0
382,461.0,214.5
383,458.5,215.5
384,448.5,216.0
385,443.0,212.0
386,439.0,212.0
387,438.0,212.5
388,430.0,212.5
389,411.0,214.5
390,404.0,215.5
391,401.0,215.0
392,393.0,216.0
393,383.0,217.5
394,377.5,220.5
395,371.5,223.0
396,366.5,223.5
397,365.0,223.5
398,368.5,225.5
399,349.0,224.0
400,345.5,223.0
401,293.0,196.0
402,329.0,215.5
403,300.5,196.0
404,302.5,194.5
405,320.5,224.5
406,317.5,228.5
407,315.5,253.5
408,309.8333333333333,253.5
409,268.5,253.0
410,272.5,254.0
411,271.0,258.0
412,249.5,286.0
413,247.0,286.5
414,242.5,316.0
415,267.5,309.0
416,231.5,322.5
417,224.61666666666667,322.5
418,217.77055555555557,322.5
419,211.0,327.5
420,204.56666666666666,327.5
421,234.0,279.0
422,237.0,274.5
423,244.0,271.0
424,239.55,271.0
425,257.0,262.0
426,211.5,325.5
427,267.5,262.5
428,279.5,263.0
429,133.5,377.5
430,133.0,377.0
431,131.5,378.5
432,131.0,379.5
433,131.0,379.0
434,130.0,380.5
435,125.0,382.5
436,119.0,369.5
437,98.5,366.0
438,94.5,369.5
439,84.0,384.5
440,83.5,371.0
441,77.5,371.0
442,74.5,370.0
443,74.5,372.5
444,70.0,373.0
445,75.5,362.0
446,71.5,370.0
447,62.0,371.0
448,58.0,373.0
449,50.5,373.0
450,55.5,374.5
451,38.5,374.0
