1,729.46,349.71
2,733.67,350.78
3,738.08,351.86
4,742.42,352.93
5,746.69,354.12
6,750.93,355.14
7,755.15,355.84
8,759.41,356.59
9,763.64,357.28
10,767.77,357.89
11,771.74,358.11
12,775.9,357.82
13,780.22,357.64
14,784.64,358.17
15,789.22,358.65
16,793.9,359.09
17,798.75,359.56
18,803.63,360.13
19,808.69,360.88
20,814.17,361.35
21,820.23,361.87
22,826.47,362.54
23,833.16,363.35
24,840.33,364.68
25,846.84,366.15
26,853.1,367.44
27,859.22,368.57
28,865.21,369.61
29,871.17,370.58
30,877.51,371.68
31,883.85,373.44
32,890.45,374.62
33,897.64,375.25
34,904.88,375.29
35,911.55,373.26
36,918.12,372.04
37,924.56,371.56
38,930.77,370.62
39,936.8,369.52
40,943.02,368.48
41,949.65,367.44
42,956.2,366.72
43,963.09,366.1
44,970.42,365.93
45,976.99,366.0
46,983.17,365.89
47,988.96,365.68
48,994.5,365.41
49,1000.0,365.15
50,1005.6,364.93
51,1011.5,364.85
52,1017.3,365.31
53,1023.4,365.58
54,1029.7,365.49
55,1036.3,365.37
56,1042.5,364.81
57,1048.4,362.96
58,1054.5,362.27
59,1060.4,362.18
60,1066.1,362.05
61,1071.7,361.92
62,1077.1,361.9
63,1082.7,362.06
64,1088.7,362.26
65,1094.6,362.62
66,1100.8,362.91
67,1107.7,363.47
68,1114.7,364.5
69,1121.1,365.42
70,1126.7,366.28
71,1132.3,366.97
72,1137.6,367.63
73,1143.0,368.24
74,1148.7,368.86
75,1154.4,369.76
76,1160.2,371.04
77,1166.7,371.39
78,1173.8,371.55
79,1180.8,371.29
80,1187.1,369.55
81,1193.4,367.99
82,1199.5,367.66
83,1205.2,367.05
84,1210.7,366.23
85,1216.0,365.41
86,1221.4,364.66
87,1227.2,363.82
88,1233.0,363.34
89,1238.9,362.79
90,1245.4,362.43
91,1252.2,362.53
92,1258.2,362.8
93,1264.0,362.92
94,1269.1,363.05
95,1274.1,363.05
96,1278.8,363.01
